time,step,flux_signed,flux_unsigned,jz_abs_max,jz_l2,divB_l2,force_balance_l2,force_balance_abs_max,rho_min,rho_max,B_abs_max,Bz_abs_max,vz_abs_max,hall_z_abs_max,kinetic_energy,magnetic_energy
0.0,0,0.03995183275746462,0.03995183275746462,1.7654686040529388,0.438931282315587,4.4650178263861386e-17,0.014045065335722506,0.04887115844539869,0.20000000010122196,1.1610429829661169,1.004883139967913,0.0,0.0,0.0,0.0,0.459577587168083
5.0,20974,0.042754224417791205,0.042754224417791205,1.7075705038448628,0.42951826627279094,8.463724105800602e-17,0.006594027834409633,0.02027976412338528,0.19352407027556184,1.2190227464342474,0.9955889217286952,0.010612393290177078,0.02764816403650967,0.0043232691667709445,4.2565067911384513e-05,0.4437831164762175
10.0,42034,0.06308280963902724,0.06308280963902724,1.593469184638288,0.4118344043990201,9.056243041860914e-17,0.005200872448825713,0.009476143315145536,0.19071180515323966,1.1899462129688196,0.9894048906745645,0.012899768059446459,0.02287356847072409,0.006207624611597533,7.909526842750393e-05,0.4316009344137093
15.0,63007,0.09963986656869063,0.09963986656869063,1.6416476929270063,0.39957664279772154,9.323688070657336e-17,0.007932921989418884,0.03242604522894532,0.18673753279702368,1.224035528182942,0.9834371687126453,0.028356161928055224,0.034509867422950244,0.006964467530328147,0.00020092812867928404,0.4204925630862008
20.0,84469,0.16201044759479558,0.16201044759479558,1.605595581931368,0.38055991638737113,8.88040911371832e-17,0.0037794872398813507,0.014464925945395057,0.17932933971845913,1.1896732789815672,0.9976117062904241,0.04776936696413416,0.0673588532415697,0.010937275010702347,0.0004156541048681925,0.411203380117716
25.0,106810,0.25941015464100753,0.25941015464100753,1.6937750635358126,0.3717919301645654,9.25256881924048e-17,0.003149996238626343,0.013289546943280495,0.17188479270457308,1.215452079680768,1.0075315873448438,0.062239515094392725,0.10494701708946365,0.014510592028114222,0.0008196079256666991,0.4004755427782221
